Start,End,emotion,mfcc_mean,mfcc_var,mfcc_max,mfcc_min,mfcc_range,pitch_mean,pitch_var,pitch_max,pitch_min,pitch_range,energy_mean,energy_var,energy_max,energy_min,energy_range,zcr_mean,zcr_var,zcr_max,zcr_min,zcr_range,gender,actor,context_speaker_id
215.37,218.99,neutral,"[-480.47271728515625, 107.0903091430664, -55.7370491027832, 33.47899627685547, -31.468427658081055, 12.633917808532715, -16.77622413635254, -6.2282915115356445, -5.199151515960693, -1.8795512914657593, -6.7343292236328125, 2.231292724609375]","[5522.0341796875, 783.507568359375, 707.4754638671875, 657.7633056640625, 587.4853515625, 346.5484619140625, 521.48876953125, 250.26242065429688, 195.41946411132812, 175.70643615722656, 142.536865234375, 178.80784606933594]","[-319.43994140625, 176.66912841796875, 30.011302947998047, 131.88717651367188, 34.181640625, 61.0775146484375, 47.09935760498047, 31.389036178588867, 47.40367889404297, 34.12150192260742, 28.427017211914062, 36.6474723815918]","[-668.1054077148438, 27.24740219116211, -118.05621337890625, -15.229251861572266, -100.45140075683594, -38.941253662109375, -61.364173889160156, -60.48749542236328, -44.9371452331543, -30.90369415283203, -39.76004409790039, -37.53187942504883]","[348.66546630859375, 149.42172241210938, 148.06752014160156, 147.11642456054688, 134.63304138183594, 100.01876831054688, 108.46353149414062, 91.87653350830078, 92.3408203125, 65.02519226074219, 68.18705749511719, 74.17935180664062]",1582.6132,1132904.4,3974.51,125.03287,3849.477,0.22516252,0.08310115,1.8357294,0.0010701551,1.8346592,0.1230716253443526,0.0023133440433637,0.315625,0.028125,0.2875,male,Ses05M_male,Ses05M_male
39.37,41.57,neutral,"[-536.1577758789062, 87.0145263671875, -29.09841537475586, 27.49773406982422, -21.82831573486328, 5.547329902648926, -16.51766586303711, 4.355130195617676, -12.932073593139648, -7.079263210296631, -6.9720683097839355, -0.0723838284611702]","[7194.23779296875, 731.8333740234375, 839.4797973632812, 644.0557861328125, 536.256591796875, 271.8728332519531, 257.2128601074219, 359.9806213378906, 305.10516357421875, 260.8145446777344, 156.58370971679688, 112.25459289550781]","[-377.2138366699219, 154.93502807617188, 44.85191345214844, 96.69453430175781, 22.269405364990234, 49.64601135253906, 28.55919075012207, 41.62511444091797, 23.713069915771484, 33.130035400390625, 30.149240493774414, 30.140565872192383]","[-723.3449096679688, -10.511260032653809, -114.16096496582031, -30.915924072265625, -81.17652893066406, -34.24223709106445, -57.636207580566406, -53.86274719238281, -53.68104553222656, -53.034912109375, -39.532989501953125, -27.95413589477539]","[346.1310729980469, 165.4462890625, 159.01287841796875, 127.61045837402344, 103.44593811035156, 83.88824462890625, 86.19539642333984, 95.48786163330078, 77.39411926269531, 86.16494750976562, 69.6822280883789, 58.094703674316406]",1410.1697,995371.06,3963.0688,137.81825,3825.2505,0.24015647,0.3247234,4.0715556,0.00016651023,4.071389,0.1199377828054298,0.006105065416351,0.5,0.034375,0.465625,female,Ses05F_female,Ses05F_female
141.73,143.99,neutral,"[-667.1702270507812, 111.5744400024414, -24.522464752197266, 35.13455581665039, -5.466848373413086, 12.8696928024292, -15.82177734375, 2.543389320373535, -3.15608811378479, -0.5734041929244995, -3.1314492225646973, 1.7863613367080688]","[7567.66845703125, 753.7321166992188, 531.9319458007812, 517.7527465820312, 176.37094116210938, 229.5784149169922, 230.08261108398438, 229.39727783203125, 125.2746353149414, 133.69532775878906, 97.84662628173828, 92.7404556274414]","[-463.5069274902344, 171.67556762695312, 10.567178726196289, 109.72555541992188, 18.19133758544922, 67.70631408691406, 9.611170768737793, 39.16783142089844, 21.503568649291992, 28.614757537841797, 20.324735641479492, 22.695953369140625]","[-794.0557250976562, -14.972429275512695, -92.84736633300781, -19.85197639465332, -52.18253707885742, -27.35016632080078, -66.01856994628906, -41.01911163330078, -53.338401794433594, -34.1553840637207, -33.076820373535156, -33.73561096191406]","[330.5487976074219, 186.6479949951172, 103.41454315185547, 129.57752990722656, 70.37387084960938, 95.05648040771484, 75.6297378540039, 80.18694305419922, 74.84197235107422, 62.7701416015625, 53.40155792236328, 56.43156433105469]",1139.4999,810513.4,3971.0312,132.33458,3838.6968,0.022606814,0.0017873442,0.19091949,0.00017166999,0.19074781,0.0684471365638766,0.0028646350083205,0.30625,0.009375,0.296875,male,Ses05M_male,Ses05M_male
85.72,93.9575,neutral,"[-570.3350219726562, 112.56201934814453, -20.034090042114258, 38.35184097290039, -5.509149551391602, 14.49881362915039, -16.37830352783203, -0.8028920292854309, -13.408866882324219, -1.2112361192703247, -4.011441707611084, 1.8726224899291992]","[5078.86083984375, 1623.8143310546875, 787.520263671875, 712.11572265625, 204.3967742919922, 253.88417053222656, 167.7180633544922, 211.5094757080078, 137.92971801757812, 187.4061737060547, 118.50481414794922, 116.64775848388672]","[-420.53717041015625, 197.9320831298828, 57.945945739746094, 111.86615753173828, 35.44075012207031, 65.7367935180664, 23.091867446899414, 38.11360168457031, 15.835143089294434, 31.470836639404297, 27.572792053222656, 38.197959899902344]","[-709.602783203125, -17.783946990966797, -119.1639404296875, -38.95697021484375, -54.33110809326172, -35.496097564697266, -50.620140075683594, -47.460479736328125, -52.115013122558594, -55.46416473388672, -42.23204040527344, -33.11405944824219]","[289.06561279296875, 215.71603393554688, 177.10989379882812, 150.8231201171875, 89.77185821533203, 101.23289489746094, 73.71200561523438, 85.57408142089844, 67.95015716552734, 86.93499755859375, 69.8048324584961, 71.31201934814453]",1215.1512,975100.4,3974.4424,125.809204,3848.6333,0.09812766,0.02036401,0.89126354,0.00042792247,0.89083564,0.0875758495145631,0.0049308052677856,0.515625,0.0125,0.503125,female,Ses01F_female,Ses01F_female
85.1,88.0225,neutral,"[-577.0619506835938, 107.4889144897461, -18.13692283630371, 27.71682357788086, -2.7854108810424805, 8.082260131835938, -13.151799201965332, -2.756235122680664, -7.2533955574035645, 0.09962843358516693, -5.0518670082092285, -1.5234179496765137]","[8298.4326171875, 661.220458984375, 673.9981689453125, 612.13525390625, 276.01275634765625, 251.13531494140625, 202.85006713867188, 253.39451599121094, 205.07627868652344, 138.26451110839844, 120.71195220947266, 107.72859954833984]","[-369.9906921386719, 169.58590698242188, 29.908077239990234, 83.68965911865234, 48.9870719909668, 40.79625701904297, 19.5165958404541, 30.647157669067383, 41.41211700439453, 27.567798614501953, 21.003849029541016, 21.110326766967773]","[-708.3839721679688, 33.02821731567383, -105.66788482666016, -45.32487487792969, -53.29031753540039, -46.7081298828125, -64.5028305053711, -60.64710235595703, -55.622100830078125, -37.845191955566406, -44.318336486816406, -38.215335845947266]","[338.3932800292969, 136.5576934814453, 135.57595825195312, 129.0145263671875, 102.27738952636719, 87.50438690185547, 84.01942443847656, 91.29425811767578, 97.03421783447266, 65.41299438476562, 65.32218933105469, 59.325660705566406]",974.14594,539956.3,3969.4485,127.943535,3841.505,0.22574672,0.17841345,2.5268698,3.791903e-05,2.5268319,0.0754372866894197,0.0018113155529621,0.284375,0.00625,0.278125,female,Ses01F_female,Ses01F_female
200.4894,205.6457,neutral,"[-621.1991577148438, 103.10468292236328, -28.276731491088867, 33.7787971496582, -15.171083450317383, 10.729925155639648, -13.713981628417969, -0.24393528699874878, -17.179119110107422, -3.532881498336792, -10.806360244750977, -2.5405235290527344]","[3902.79248046875, 889.9133911132812, 767.1776123046875, 534.8796997070312, 329.9797058105469, 243.61875915527344, 158.68995666503906, 184.39894104003906, 165.75901794433594, 145.64523315429688, 119.59619903564453, 119.10494232177734]","[-440.18328857421875, 162.422607421875, 45.77947235107422, 93.54845428466797, 26.65831184387207, 59.762413024902344, 18.58241081237793, 41.870975494384766, 12.085506439208984, 46.28550720214844, 24.44651222229004, 27.802982330322266]","[-764.2391357421875, 4.381097793579102, -114.6277847290039, -27.74759292602539, -69.73609924316406, -34.43972396850586, -54.522682189941406, -42.13858413696289, -58.33000946044922, -39.38460159301758, -44.784969329833984, -32.91554260253906]","[324.05584716796875, 158.04150390625, 160.40725708007812, 121.29605102539062, 96.3944091796875, 94.20213317871094, 73.10509490966797, 84.00955963134766, 70.41551208496094, 85.67010498046875, 69.23148345947266, 60.71852493286133]",1303.2065,902876.4,3967.8071,125.83259,3841.9746,0.028552348,0.0015464476,0.22490951,6.1143655e-05,0.22484837,0.0939256298449612,0.0036857166408339,0.471875,0.0125,0.459375,female,Ses02F_female,Ses02F_female
132.68,138.85,neutral,"[-409.395263671875, 76.82466125488281, -43.80956268310547, 23.593198776245117, -25.62386131286621, 9.89719295501709, -16.815065383911133, -7.210899353027344, -7.989678859710693, -1.818289041519165, -8.121657371520996, 4.2537126541137695]","[9391.955078125, 568.4946899414062, 1025.3939208984375, 640.3134155273438, 354.34912109375, 197.78036499023438, 180.03567504882812, 298.3599853515625, 129.95440673828125, 132.59471130371094, 109.01893615722656, 111.83909606933594]","[-173.07183837890625, 143.5477294921875, 23.007755279541016, 97.4232177734375, 18.161678314208984, 62.418251037597656, 12.677778244018555, 32.626163482666016, 33.007347106933594, 41.07722473144531, 16.72035026550293, 33.960487365722656]","[-548.5485229492188, -11.043950080871582, -146.60134887695312, -49.80704879760742, -87.25691223144531, -27.505958557128906, -63.850746154785156, -56.346519470214844, -38.353336334228516, -34.62604522705078, -43.33953094482422, -31.04062843322754]","[375.4766845703125, 154.5916748046875, 169.60910034179688, 147.2302703857422, 105.41859436035156, 89.92420959472656, 76.52852630615234, 88.97268676757812, 71.36068725585938, 75.7032699584961, 60.05988311767578, 65.00111389160156]",1793.094,1236325.6,3973.2346,131.07326,3842.1614,3.3754902,72.68431,54.26465,0.0035730698,54.261074,0.1644670307443365,0.0050636526599942,0.6,0.028125,0.571875,male,Ses03M_male,Ses03M_male
111.47,114.06,neutral,"[-708.758544921875, 102.84990692138672, -15.808366775512695, 39.33393096923828, -4.934830665588379, 27.901704788208008, -21.086759567260742, 6.867730140686035, -13.283015251159668, 2.10897159576416, -8.66631031036377, 6.0428314208984375]","[1546.7862548828125, 1059.55078125, 314.8296203613281, 187.95962524414062, 205.19744873046875, 180.18861389160156, 115.07195281982422, 152.60110473632812, 119.51737976074219, 110.23267364501953, 96.73482513427734, 112.542724609375]","[-609.4663696289062, 170.67947387695312, 33.941261291503906, 80.80979919433594, 46.90625, 67.76575469970703, 13.932586669921875, 34.94585418701172, 15.701203346252441, 31.16721534729004, 14.144425392150879, 35.4663200378418]","[-779.5822143554688, 18.290233612060547, -52.759498596191406, -2.1142420768737793, -48.32365417480469, -9.056079864501953, -45.45732879638672, -36.77922058105469, -41.58208465576172, -24.062009811401367, -34.55791473388672, -22.214406967163086]","[170.1158447265625, 152.3892364501953, 86.70075988769531, 82.92404174804688, 95.22990417480469, 76.82183837890625, 59.389915466308594, 71.7250747680664, 57.283287048339844, 55.229225158691406, 48.70233917236328, 57.68072509765625]",1153.7407,906921.5,3973.0266,125.91471,3847.1118,0.00303347,1.8341836e-05,0.021892494,0.00018757279,0.021704921,0.0867427884615384,0.004597345801359,0.321875,0.009375,0.3125,female,Ses05F_female,Ses05F_female
215.34,221.3,neutral,"[-663.0267944335938, 99.943603515625, -35.947120666503906, 32.38401794433594, -15.265199661254883, 7.523232936859131, -6.6804327964782715, -0.21299776434898376, -7.932497978210449, -2.546152353286743, -5.827765941619873, -1.100727915763855]","[4209.37158203125, 921.2461547851562, 1208.98095703125, 492.5805969238281, 266.2942810058594, 291.1978759765625, 170.83065795898438, 223.44459533691406, 153.97950744628906, 163.44046020507812, 124.61888885498047, 98.51586151123047]","[-432.18939208984375, 168.35604858398438, 45.637359619140625, 109.29507446289062, 23.322551727294922, 61.13819885253906, 26.164995193481445, 37.87541580200195, 25.869768142700195, 29.930641174316406, 26.10033416748047, 31.51589584350586]","[-798.572509765625, -35.109596252441406, -144.72286987304688, -23.511287689208984, -67.80443572998047, -28.3349666595459, -46.30098342895508, -50.840911865234375, -42.124298095703125, -47.81651306152344, -41.157196044921875, -35.79087448120117]","[366.38311767578125, 203.46563720703125, 190.3602294921875, 132.80636596679688, 91.12698364257812, 89.4731674194336, 72.46598052978516, 88.71632385253906, 67.99406433105469, 77.74715423583984, 67.25753021240234, 67.30677032470703]",1480.5121,1034200.06,3972.0781,125.14271,3846.9353,0.011179541,0.0007694284,0.26248395,7.235748e-05,0.2624116,0.1136882328308207,0.0062926724568017,0.553125,0.025,0.528125,male,Ses03M_male,Ses03M_male
161.25,180.32,neutral,"[-613.0630493164062, 94.83405303955078, -16.83350372314453, 35.63846206665039, -14.49020767211914, 5.468328475952148, -16.24131202697754, 3.447526216506958, -0.77377849817276, -9.09803295135498, -3.200516700744629, -2.4022698402404785]","[5615.357421875, 1186.9105224609375, 1199.677490234375, 725.2305908203125, 590.7830200195312, 260.1152038574219, 301.3165588378906, 180.41175842285156, 204.9311981201172, 158.93133544921875, 136.55429077148438, 171.50242614746094]","[-381.9418029785156, 176.72705078125, 70.26040649414062, 115.25465393066406, 41.065452575683594, 61.124229431152344, 31.64774513244629, 49.59351348876953, 40.63874816894531, 32.35570526123047, 32.85960388183594, 37.205108642578125]","[-756.7587280273438, -38.91392517089844, -131.98745727539062, -34.00821304321289, -88.12850952148438, -50.84265899658203, -92.81936645507812, -32.023780822753906, -45.183753967285156, -55.87023162841797, -37.41413879394531, -41.48967361450195]","[374.8169250488281, 215.64097595214844, 202.24786376953125, 149.2628631591797, 129.1939697265625, 111.96688842773438, 124.46710968017578, 81.61729431152344, 85.82250213623047, 88.22593688964844, 70.27374267578125, 78.69477844238281]",1335.6917,1088408.0,3974.9602,125.043304,3849.917,0.036823776,0.006725562,1.551127,0.00017770845,1.5509492,0.1051821278825995,0.0072913042901262,0.6125,0.003125,0.609375,female,Ses05F_female,Ses05F_female
