Start,End,emotion,mfcc_mean,mfcc_var,mfcc_max,mfcc_min,mfcc_range,pitch_mean,pitch_var,pitch_max,pitch_min,pitch_range,energy_mean,energy_var,energy_max,energy_min,energy_range,zcr_mean,zcr_var,zcr_max,zcr_min,zcr_range,gender,actor,context_speaker_id
106.5325,114.0475,angry,"[-638.2413330078125, 74.98999786376953, -26.044912338256836, 32.26905822753906, -21.80695152282715, 13.393532752990723, -11.497390747070312, 1.2754698991775513, -11.42711067199707, -2.7937376499176025, -7.609489917755127, 1.7019240856170654]","[8038.30029296875, 1691.6103515625, 1073.6212158203125, 684.1490478515625, 554.195556640625, 181.63543701171875, 200.32284545898438, 208.8914337158203, 175.6092529296875, 129.3846435546875, 133.19088745117188, 126.72313690185547]","[-440.089111328125, 142.50491333007812, 66.85419464111328, 113.9407958984375, 29.57425308227539, 56.08230972290039, 30.530113220214844, 45.26005935668945, 33.599822998046875, 27.40603256225586, 26.29425048828125, 34.778934478759766]","[-799.303466796875, -66.64643096923828, -121.9835433959961, -38.8575439453125, -88.3140869140625, -28.72439956665039, -53.151859283447266, -59.42280578613281, -50.906837463378906, -41.96760177612305, -40.124168395996094, -33.351139068603516]","[359.21435546875, 209.15133666992188, 188.83773803710938, 152.79833984375, 117.88833618164062, 84.80670928955078, 83.68197631835938, 104.682861328125, 84.50666046142578, 69.3736343383789, 66.41841888427734, 68.13007354736328]",1582.1167,1165427.1,3974.6758,126.1937,3848.4822,0.025472915,0.0027824976,0.4770781,6.097532e-05,0.47701713,0.1462184175531914,0.0132280169962325,0.559375,0.025,0.5343749999999999,female,Ses03F_female,Ses03F_female
42.26,44.63,angry,"[-702.4227905273438, 115.08721923828125, -23.986164093017578, 31.625757217407227, -13.06203556060791, 19.168567657470703, -14.434085845947266, 10.424271583557129, -8.475693702697754, 1.7275184392929077, -0.5483773946762085, 2.565397024154663]","[4847.93994140625, 452.3860168457031, 687.3633422851562, 269.3912658691406, 213.8218231201172, 131.45870971679688, 115.7607650756836, 109.36861419677734, 97.49784851074219, 121.22372436523438, 125.98656463623047, 105.86305236816406]","[-560.8126831054688, 161.349853515625, 31.565298080444336, 77.5208969116211, 19.642162322998047, 50.59086608886719, 10.823029518127441, 47.978912353515625, 15.48642349243164, 28.108247756958008, 37.285465240478516, 33.16037368774414]","[-785.9553833007812, 25.13614273071289, -112.22259521484375, -13.42020320892334, -58.40233612060547, -20.640262603759766, -60.95808410644531, -22.25157928466797, -40.38870620727539, -35.56486892700195, -32.157630920410156, -25.11240577697754]","[225.1427001953125, 136.21371459960938, 143.7878875732422, 90.94110107421875, 78.04449462890625, 71.23112487792969, 71.78111267089844, 70.2304916381836, 55.87512969970703, 63.673118591308594, 69.44309997558594, 58.27278137207031]",997.53876,665322.8,3968.2402,126.104744,3842.1355,0.007131752,0.000103356935,0.05227817,0.00015773554,0.052120432,0.0674763655462184,0.0023814775795428,0.396875,0.0125,0.3843749999999999,male,Ses05M_male,Ses05M_male
289.27,290.95,angry,"[-695.08740234375, 110.64017486572266, -9.36108112335205, 16.749282836914062, -12.835297584533691, 14.089851379394531, -8.716460227966309, 1.782431721687317, -4.745250701904297, 4.410022735595703, -0.34192681312561035, 3.135606050491333]","[8301.92578125, 661.0975341796875, 402.1741943359375, 179.47682189941406, 498.7745361328125, 115.9198989868164, 214.01364135742188, 201.97242736816406, 61.02196502685547, 106.14055633544922, 125.84767150878906, 119.55177307128906]","[-492.3329162597656, 169.15293884277344, 31.086153030395508, 55.8819580078125, 23.65353012084961, 52.05701446533203, 20.96149444580078, 39.02593231201172, 22.171417236328125, 33.360107421875, 26.716651916503906, 26.07834815979004]","[-787.7923583984375, 37.27317810058594, -72.724365234375, -20.12694549560547, -76.24209594726562, -13.950479507446289, -58.048011779785156, -34.7701301574707, -29.9521484375, -16.238523483276367, -34.21661376953125, -30.7436466217041]","[295.4594421386719, 131.8797607421875, 103.81051635742188, 76.00890350341797, 99.8956298828125, 66.00749206542969, 79.00950622558594, 73.79606628417969, 52.123565673828125, 49.5986328125, 60.933265686035156, 56.82199478149414]",932.3354,524121.34,3867.0835,128.25275,3738.8308,0.022270722,0.0021935645,0.30020267,5.681743e-05,0.30014586,0.069896449704142,0.002972636281774,0.375,0.0125,0.3625,female,Ses04F_female,Ses04F_female
117.36,122.2,angry,"[-605.9194946289062, 103.6897201538086, -17.056718826293945, 46.777557373046875, -8.785807609558105, 12.896740913391113, -20.429550170898438, -2.6876308917999268, -16.930938720703125, -6.471593379974365, -10.721054077148438, 4.042806148529053]","[4394.2294921875, 1237.155029296875, 846.4676513671875, 622.4616088867188, 308.3543395996094, 301.9944763183594, 416.7552795410156, 288.033447265625, 180.02635192871094, 207.41043090820312, 141.5789031982422, 233.04852294921875]","[-453.6178894042969, 199.18692016601562, 51.57456970214844, 115.23504638671875, 34.547950744628906, 71.7122802734375, 33.21586608886719, 43.89598083496094, 18.000680923461914, 39.49289321899414, 19.33603858947754, 40.428504943847656]","[-755.9000854492188, -18.30614471435547, -96.14665222167969, -16.35181999206543, -64.51927185058594, -39.64277648925781, -73.60537719726562, -53.133705139160156, -51.09588623046875, -43.93206024169922, -46.27056121826172, -48.29960250854492]","[302.2821960449219, 217.49307250976562, 147.72122192382812, 131.5868682861328, 99.06722259521484, 111.35505676269531, 106.82124328613281, 97.0296859741211, 69.09656524658203, 83.42495727539062, 65.60659790039062, 88.72810363769531]",1264.5344,1081088.4,3974.9214,126.06893,3848.8525,0.048565164,0.0033531883,0.36642063,0.00023946399,0.36618116,0.0936533505154639,0.0084122208457328,0.578125,0.01875,0.559375,female,Ses05F_female,Ses05F_female
293.2325,295.3,angry,"[-624.2077026367188, 105.11862182617188, -20.65951156616211, 32.56766891479492, -6.69420862197876, 22.575136184692383, -19.36613655090332, 8.046412467956543, -7.4019012451171875, 7.874780654907227, -2.129805088043213, 2.829596996307373]","[3995.831787109375, 1089.4268798828125, 452.2150573730469, 138.07717895507812, 142.11111450195312, 187.9906768798828, 174.6126251220703, 142.97125244140625, 77.28521728515625, 105.90060424804688, 100.5843505859375, 81.32911682128906]","[-419.7239685058594, 178.38095092773438, 26.234294891357422, 69.6343765258789, 27.01290512084961, 54.26995849609375, 8.433394432067871, 43.99163818359375, 12.426582336425781, 39.0579833984375, 25.99593162536621, 23.446516036987305]","[-728.9166870117188, 13.37877082824707, -79.5230484008789, -1.2489149570465088, -45.46260070800781, -16.028018951416016, -51.125858306884766, -42.317440032958984, -35.58229064941406, -17.256006240844727, -31.931379318237305, -30.611194610595703]","[309.1927185058594, 165.00218200683594, 105.75733947753906, 70.88329315185547, 72.47550964355469, 70.2979736328125, 59.55925369262695, 86.30908203125, 48.008872985839844, 56.313987731933594, 57.927310943603516, 54.057708740234375]",1205.6935,953190.94,3960.0269,125.18203,3834.8447,0.02084403,0.0017965756,0.26201668,0.000555902,0.26146078,0.0884208937198067,0.0051460137452157,0.35,0.0125,0.3374999999999999,female,Ses01F_female,Ses01F_female
18.2825,21.4083,angry,"[-656.2735595703125, 69.25955963134766, -25.139373779296875, 27.197418212890625, -15.625822067260742, 19.7967586517334, -15.542536735534668, 9.934371948242188, -13.268888473510742, 2.2254087924957275, -14.866510391235352, 7.102492332458496]","[5308.11572265625, 1550.243408203125, 1114.0699462890625, 429.7860412597656, 303.5265197753906, 235.2120361328125, 170.30322265625, 190.81478881835938, 138.24452209472656, 108.76480102539062, 141.01600646972656, 86.01250457763672]","[-485.79278564453125, 147.23208618164062, 54.54564666748047, 81.18374633789062, 22.992034912109375, 65.93927001953125, 19.375747680664062, 43.68024826049805, 17.30632972717285, 34.435829162597656, 25.917232513427734, 35.99514389038086]","[-794.855224609375, -51.33502960205078, -118.96478271484375, -38.64324951171875, -67.87271118164062, -24.116348266601562, -50.97102355957031, -28.590763092041016, -40.211605072021484, -28.780975341796875, -41.28184127807617, -25.352609634399414]","[309.06243896484375, 198.56710815429688, 173.51043701171875, 119.82699584960938, 90.86474609375, 90.05561828613281, 70.34677124023438, 72.27101135253906, 57.51793670654297, 63.21680450439453, 67.1990737915039, 61.347755432128906]",1657.241,1215437.9,3973.3357,128.84456,3844.4912,0.010753419,0.00047505007,0.10999664,8.708215e-05,0.10990956,0.1786242012779552,0.0197930814690106,0.65,0.025,0.625,female,Ses03F_female,Ses03F_female
57.76,66.65,angry,"[-464.8473205566406, 75.24382781982422, -18.453052520751953, 25.718017578125, -16.485401153564453, 9.109726905822754, -11.681129455566406, -7.419228553771973, -13.126764297485352, -4.779890537261963, -6.80655574798584, -0.9695574045181274]","[9988.1787109375, 1648.5751953125, 1203.80419921875, 694.9110717773438, 643.63232421875, 262.2865905761719, 278.0715026855469, 264.6764221191406, 219.00123596191406, 174.55699157714844, 159.80116271972656, 130.90049743652344]","[-263.55169677734375, 157.28976440429688, 55.602378845214844, 96.99736022949219, 43.18418884277344, 48.929378509521484, 31.94639778137207, 33.82139587402344, 23.602550506591797, 28.997760772705078, 35.6125373840332, 39.828956604003906]","[-662.4889526367188, -74.00668334960938, -121.70742797851562, -32.920047760009766, -97.68487548828125, -45.472877502441406, -63.20229721069336, -54.71044921875, -55.54534149169922, -49.05513000488281, -46.12248992919922, -38.33539581298828]","[398.937255859375, 231.29644775390625, 177.309814453125, 129.9174041748047, 140.8690643310547, 94.40225219726562, 95.14869689941406, 88.53184509277344, 79.14788818359375, 78.05288696289062, 81.73503112792969, 78.16435241699219]",1523.1237,1176350.1,3974.3982,125.98413,3848.414,1.6570264,12.251257,27.682615,0.00051953946,27.682096,0.1239957865168539,0.0098473281072465,0.59375,0.0125,0.58125,female,Ses01F_female,Ses01F_female
201.33,203.3069,angry,"[-521.5664672851562, 82.0196533203125, -18.079313278198242, 31.545740127563477, -19.38751983642578, 19.612817764282227, -17.00506019592285, 3.7216689586639404, -9.839888572692871, 8.972142219543457, -6.265700340270996, 1.6281096935272217]","[6996.89794921875, 2886.338623046875, 805.7197875976562, 559.626708984375, 292.08001708984375, 197.90208435058594, 210.88186645507812, 268.2015075683594, 175.59097290039062, 144.1758270263672, 150.29441833496094, 108.31739044189453]","[-364.216552734375, 166.323486328125, 32.554107666015625, 93.55912780761719, 18.013513565063477, 55.32695770263672, 14.966097831726074, 39.46092987060547, 22.07933235168457, 40.73762893676758, 21.075746536254883, 31.103042602539062]","[-696.7799682617188, -39.15275573730469, -86.84385681152344, -13.334129333496094, -64.09828186035156, -19.851896286010742, -59.03478240966797, -38.54119873046875, -48.42481994628906, -25.19516372680664, -34.66682434082031, -24.385547637939453]","[332.56341552734375, 205.4762420654297, 119.39796447753906, 106.89325714111328, 82.1117935180664, 75.1788558959961, 74.0008773803711, 78.00212860107422, 70.504150390625, 65.93279266357422, 55.74256896972656, 55.488590240478516]",1502.4503,1286932.6,3973.4626,130.20805,3843.2546,0.25784573,0.2805724,2.9742703,0.00054449495,2.9737258,0.1476010101010101,0.0193672719939291,0.5,0.01875,0.48125,female,Ses01F_female,Ses01F_female
121.95,126.54,angry,"[-563.2456665039062, 103.16466522216797, -15.98238468170166, 24.6216983795166, -12.10131549835205, 8.393819808959961, -11.8054780960083, -2.1916987895965576, -5.915486812591553, -4.501668453216553, -4.485487461090088, -0.17672500014305115]","[7073.18798828125, 1110.2669677734375, 677.7289428710938, 292.58642578125, 630.254638671875, 236.7437744140625, 246.46096801757812, 292.89788818359375, 292.2864685058594, 150.24850463867188, 110.72895812988281, 185.36660766601562]","[-399.67864990234375, 169.9444580078125, 41.820556640625, 70.0523910522461, 29.13917350769043, 44.42533874511719, 29.240873336791992, 35.14885330200195, 32.44807434082031, 27.864444732666016, 21.352460861206055, 54.430850982666016]","[-700.761962890625, -6.892453193664551, -99.27268981933594, -36.85517883300781, -86.34674072265625, -44.60832214355469, -49.23893737792969, -48.28927993774414, -59.44685363769531, -49.538604736328125, -36.767024993896484, -42.81016540527344]","[301.08331298828125, 176.8369140625, 141.09324645996094, 106.9075698852539, 115.48591613769531, 89.03366088867188, 78.47981262207031, 83.4381332397461, 91.89492797851562, 77.40304565429688, 58.119483947753906, 97.24101257324219]",1184.5732,876783.7,3973.2769,125.05278,3848.224,0.27309462,0.17486073,2.7410522,0.00045675063,2.7405953,0.0885733695652173,0.005271181437559,0.615625,0.0125,0.603125,female,Ses01F_female,Ses01F_female
84.06,86.06,angry,"[-631.7578125, 103.11094665527344, -14.09619140625, 31.54149627685547, -4.546499252319336, 7.3747334480285645, -7.570413112640381, -1.1046515703201294, -3.5304574966430664, 2.1078832149505615, -2.2252843379974365, 6.579934597015381]","[11967.0048828125, 723.9755859375, 864.3065795898438, 1087.27880859375, 394.324462890625, 207.64877319335938, 172.2424774169922, 212.04640197753906, 126.97499084472656, 158.88836669921875, 190.8550262451172, 76.12171936035156]","[-403.89813232421875, 176.0619354248047, 27.72837257385254, 134.15768432617188, 29.004112243652344, 51.494136810302734, 14.736129760742188, 39.526981353759766, 22.872886657714844, 38.24695587158203, 24.086116790771484, 30.297100067138672]","[-759.18310546875, 33.194915771484375, -89.976806640625, -19.664161682128906, -73.3968276977539, -32.259803771972656, -52.58384323120117, -44.904502868652344, -38.41425323486328, -31.7733211517334, -41.14514923095703, -21.40797233581543]","[355.28497314453125, 142.8670196533203, 117.7051773071289, 153.82183837890625, 102.40093994140625, 83.75393676757812, 67.31997680664062, 84.43148803710938, 61.287139892578125, 70.02027893066406, 65.23126220703125, 51.70507049560547]",1135.5039,859033.5,3837.1758,125.66436,3711.5115,0.088934496,0.035664167,1.1276525,0.00018558023,1.1274669,0.0764148009950248,0.0023529715191146,0.33125,0.00625,0.325,male,Ses05M_male,Ses05M_male
