relative path,actor,word,emotion,gender
YAF_shack_ps.wav,YAF,shack,ps,female
YAF_read_angry.wav,YAF,read,angry,female
OAF_whip_happy.wav,OAF,whip,happy,female
OAF_moon_fear.wav,OAF,moon,fear,female
YAF_kick_sad.wav,YAF,kick,sad,female
YAF_yearn_neutral.wav,YAF,yearn,neutral,female
YAF_half_sad.wav,YAF,half,sad,female
YAF_goose_ps.wav,YAF,goose,ps,female
YAF_mop_ps.wav,YAF,mop,ps,female
OAF_book_neutral.wav,OAF,book,neutral,female
OAF_yearn_angry.wav,OAF,yearn,angry,female
YAF_peg_disgust.wav,YAF,peg,disgust,female
YAF_dog_ps.wav,YAF,dog,ps,female
YAF_make_sad.wav,YAF,make,sad,female
YAF_vine_neutral.wav,YAF,vine,neutral,female
OAF_search_neutral.wav,OAF,search,neutral,female
YAF_pike_fear.wav,YAF,pike,fear,female
OAF_nice_ps.wav,OAF,nice,ps,female
OAF_keen_neutral.wav,OAF,keen,neutral,female
YAF_king_neutral.wav,YAF,king,neutral,female
YAF_thin_sad.wav,YAF,thin,sad,female
YAF_rough_angry.wav,YAF,rough,angry,female
YAF_youth_happy.wav,YAF,youth,happy,female
OAF_bought_fear.wav,OAF,bought,fear,female
YAF_haze_angry.wav,YAF,haze,angry,female
YAF_seize_neutral.wav,YAF,seize,neutral,female
OAF_which_fear.wav,OAF,which,fear,female
YAF_gap_happy.wav,YAF,gap,happy,female
YAF_luck_fear.wav,YAF,luck,fear,female
OAF_team_neutral.wav,OAF,team,neutral,female
OAF_team_angry.wav,OAF,team,angry,female
OAF_note_ps.wav,OAF,note,ps,female
OAF_goal_fear.wav,OAF,goal,fear,female
OAF_tape_neutral.wav,OAF,tape,neutral,female
YAF_bite_neutral.wav,YAF,bite,neutral,female
OAF_match_fear.wav,OAF,match,fear,female
OAF_long_ps.wav,OAF,long,ps,female
OAF_rough_ps.wav,OAF,rough,ps,female
OAF_beg_fear.wav,OAF,beg,fear,female
OAF_gaze_angry.wav,OAF,gaze,angry,female
OAF_kite_angry.wav,OAF,kite,angry,female
YAF_base_sad.wav,YAF,base,sad,female
OAF_time_fear.wav,OAF,time,fear,female
OAF_shawl_disgust.wav,OAF,shawl,disgust,female
OAF_love_angry.wav,OAF,love,angry,female
YAF_ring_disgust.wav,YAF,ring,disgust,female
YAF_tool_disgust.wav,YAF,tool,disgust,female
YAF_talk_fear.wav,YAF,talk,fear,female
OAF_limb_neutral.wav,OAF,limb,neutral,female
YAF_calm_happy.wav,YAF,calm,happy,female
OAF_goose_happy.wav,OAF,goose,happy,female
OAF_pick_happy.wav,OAF,pick,happy,female
YAF_half_fear.wav,YAF,half,fear,female
YAF_take_happy.wav,YAF,take,happy,female
YAF_choice_angry.wav,YAF,choice,angry,female
YAF_keg_fear.wav,YAF,keg,fear,female
YAF_puff_disgust.wav,YAF,puff,disgust,female
OAF_numb_happy.wav,OAF,numb,happy,female
OAF_lid_ps.wav,OAF,lid,ps,female
OAF_pass_fear.wav,OAF,pass,fear,female
YAF_dip_disgust.wav,YAF,dip,disgust,female
YAF_rose_fear.wav,YAF,rose,fear,female
OAF_hire_fear.wav,OAF,hire,fear,female
OAF_wag_sad.wav,OAF,wag,sad,female
YAF_walk_disgust.wav,YAF,walk,disgust,female
YAF_name_ps.wav,YAF,name,ps,female
YAF_size_sad.wav,YAF,size,sad,female
YAF_sell_fear.wav,YAF,sell,fear,female
OAF_judge_happy.wav,OAF,judge,happy,female
YAF_mill_fear.wav,YAF,mill,fear,female
OAF_gaze_disgust.wav,OAF,gaze,disgust,female
YAF_third_sad.wav,YAF,third,sad,female
YAF_hire_happy.wav,YAF,hire,happy,female
OAF_room_sad.wav,OAF,room,sad,female
OAF_mouse_ps.wav,OAF,mouse,ps,female
YAF_lot_disgust.wav,YAF,lot,disgust,female
OAF_chain_disgust.wav,OAF,chain,disgust,female
YAF_king_happy.wav,YAF,king,happy,female
OAF_fat_sad.wav,OAF,fat,sad,female
OAF_hall_angry.wav,OAF,hall,angry,female
OAF_food_neutral.wav,OAF,food,neutral,female
OAF_learn_ps.wav,OAF,learn,ps,female
YAF_dog_happy.wav,YAF,dog,happy,female
OAF_nag_neutral.wav,OAF,nag,neutral,female
YAF_young_happy.wav,YAF,young,happy,female
OAF_mill_sad.wav,OAF,mill,sad,female
OAF_judge_disgust.wav,OAF,judge,disgust,female
OAF_wire_angry.wav,OAF,wire,angry,female
YAF_note_sad.wav,YAF,note,sad,female
YAF_loaf_ps.wav,YAF,loaf,ps,female
YAF_lid_sad.wav,YAF,lid,sad,female
OAF_juice_happy.wav,OAF,juice,happy,female
OAF_fail_happy.wav,OAF,fail,happy,female
OAF_said_sad.wav,OAF,said,sad,female
OAF_said_disgust.wav,OAF,said,disgust,female
OAF_lease_happy.wav,OAF,lease,happy,female
OAF_far_ps.wav,OAF,far,ps,female
YAF_mode_angry.wav,YAF,mode,angry,female
YAF_dip_ps.wav,YAF,dip,ps,female
OAF_name_sad.wav,OAF,name,sad,female
OAF_shall_happy.wav,OAF,shall,happy,female
YAF_yes_neutral.wav,YAF,yes,neutral,female
OAF_cause_sad.wav,OAF,cause,sad,female
OAF_dodge_angry.wav,OAF,dodge,angry,female
YAF_home_fear.wav,YAF,home,fear,female
YAF_fit_fear.wav,YAF,fit,fear,female
OAF_neat_disgust.wav,OAF,neat,disgust,female
YAF_pool_happy.wav,YAF,pool,happy,female
YAF_read_fear.wav,YAF,read,fear,female
OAF_beg_angry.wav,OAF,beg,angry,female
OAF_bone_fear.wav,OAF,bone,fear,female
OAF_bath_angry.wav,OAF,bath,angry,female
OAF_near_happy.wav,OAF,near,happy,female
YAF_pad_ps.wav,YAF,pad,ps,female
YAF_sheep_sad.wav,YAF,sheep,sad,female
OAF_thought_ps.wav,OAF,thought,ps,female
OAF_bar_sad.wav,OAF,bar,sad,female
YAF_chat_fear.wav,YAF,chat,fear,female
OAF_rose_disgust.wav,OAF,rose,disgust,female
YAF_boat_angry.wav,YAF,boat,angry,female
YAF_book_happy.wav,YAF,book,happy,female
YAF_shirt_sad.wav,YAF,shirt,sad,female
YAF_room_neutral.wav,YAF,room,neutral,female
YAF_said_happy.wav,YAF,said,happy,female
OAF_cause_angry.wav,OAF,cause,angry,female
YAF_knock_disgust.wav,YAF,knock,disgust,female
YAF_soap_angry.wav,YAF,soap,angry,female
OAF_south_ps.wav,OAF,south,ps,female
YAF_sour_fear.wav,YAF,sour,fear,female
OAF_turn_happy.wav,OAF,turn,happy,female
OAF_puff_sad.wav,OAF,puff,sad,female
OAF_lean_fear.wav,OAF,lean,fear,female
OAF_rose_angry.wav,OAF,rose,angry,female
YAF_ton_ps.wav,YAF,ton,ps,female
YAF_soup_neutral.wav,YAF,soup,neutral,female
OAF_wheat_angry.wav,OAF,wheat,angry,female
OAF_loaf_neutral.wav,OAF,loaf,neutral,female
OAF_tough_angry.wav,OAF,tough,angry,female
OAF_wire_fear.wav,OAF,wire,fear,female
OAF_hate_fear.wav,OAF,hate,fear,female
OAF_home_sad.wav,OAF,home,sad,female
OAF_when_angry.wav,OAF,when,angry,female
OAF_hash_angry.wav,OAF,hash,angry,female
OAF_base_fear.wav,OAF,base,fear,female
YAF_void_happy.wav,YAF,void,happy,female
OAF_hole_sad.wav,OAF,hole,sad,female
YAF_mood_happy.wav,YAF,mood,happy,female
YAF_tip_happy.wav,YAF,tip,happy,female
OAF_gap_fear.wav,OAF,gap,fear,female
YAF_rose_ps.wav,YAF,rose,ps,female
OAF_take_fear.wav,OAF,take,fear,female
YAF_hate_sad.wav,YAF,hate,sad,female
YAF_wash_happy.wav,YAF,wash,happy,female
OAF_cheek_ps.wav,OAF,cheek,ps,female
YAF_lore_angry.wav,YAF,lore,angry,female
YAF_jug_disgust.wav,YAF,jug,disgust,female
OAF_tip_sad.wav,OAF,tip,sad,female
YAF_lore_ps.wav,YAF,lore,ps,female
OAF_sour_sad.wav,OAF,sour,sad,female
OAF_base_ps.wav,OAF,base,ps,female
YAF_dodge_neutral.wav,YAF,dodge,neutral,female
YAF_limb_happy.wav,YAF,limb,happy,female
OAF_shout_angry.wav,OAF,shout,angry,female
OAF_wire_neutral.wav,OAF,wire,neutral,female
YAF_home_disgust.wav,YAF,home,disgust,female
OAF_sheep_fear.wav,OAF,sheep,fear,female
YAF_learn_neutral.wav,YAF,learn,neutral,female
YAF_road_ps.wav,YAF,road,ps,female
YAF_met_neutral.wav,YAF,met,neutral,female
YAF_dab_disgust.wav,YAF,dab,disgust,female
YAF_bar_fear.wav,YAF,bar,fear,female
OAF_bath_ps.wav,OAF,bath,ps,female
OAF_king_ps.wav,OAF,king,ps,female
OAF_vine_fear.wav,OAF,vine,fear,female
OAF_gas_disgust.wav,OAF,gas,disgust,female
OAF_deep_disgust.wav,OAF,deep,disgust,female
OAF_shawl_happy.wav,OAF,shawl,happy,female
YAF_kill_neutral.wav,YAF,kill,neutral,female
YAF_tire_disgust.wav,YAF,tire,disgust,female
OAF_vote_happy.wav,OAF,vote,happy,female
OAF_get_disgust.wav,OAF,get,disgust,female
OAF_nag_happy.wav,OAF,nag,happy,female
OAF_luck_ps.wav,OAF,luck,ps,female
YAF_get_happy.wav,YAF,get,happy,female
YAF_fall_ps.wav,YAF,fall,ps,female
OAF_room_happy.wav,OAF,room,happy,female
YAF_road_disgust.wav,YAF,road,disgust,female
YAF_time_ps.wav,YAF,time,ps,female
OAF_join_happy.wav,OAF,join,happy,female
YAF_lean_neutral.wav,YAF,lean,neutral,female
YAF_wire_sad.wav,YAF,wire,sad,female
YAF_far_happy.wav,YAF,far,happy,female
OAF_lose_angry.wav,OAF,lose,angry,female
YAF_vote_ps.wav,YAF,vote,ps,female
YAF_near_neutral.wav,YAF,near,neutral,female
OAF_hash_disgust.wav,OAF,hash,disgust,female
YAF_ripe_angry.wav,YAF,ripe,angry,female
OAF_germ_sad.wav,OAF,germ,sad,female
OAF_ring_fear.wav,OAF,ring,fear,female
YAF_ton_sad.wav,YAF,ton,sad,female
OAF_mode_ps.wav,OAF,mode,ps,female
OAF_read_ps.wav,OAF,read,ps,female
OAF_sure_happy.wav,OAF,sure,happy,female
OAF_dodge_neutral.wav,OAF,dodge,neutral,female
YAF_burn_happy.wav,YAF,burn,happy,female
OAF_date_angry.wav,OAF,date,angry,female
YAF_luck_happy.wav,YAF,luck,happy,female
YAF_bar_angry.wav,YAF,bar,angry,female
YAF_burn_disgust.wav,YAF,burn,disgust,female
YAF_witch_sad.wav,YAF,witch,sad,female
YAF_pick_fear.wav,YAF,pick,fear,female
OAF_raid_disgust.wav,OAF,raid,disgust,female
OAF_learn_neutral.wav,OAF,learn,neutral,female
YAF_gas_ps.wav,YAF,gas,ps,female
YAF_make_disgust.wav,YAF,make,disgust,female
OAF_goal_sad.wav,OAF,goal,sad,female
YAF_jail_fear.wav,YAF,jail,fear,female
OAF_mode_disgust.wav,OAF,mode,disgust,female
OAF_mop_sad.wav,OAF,mop,sad,female
OAF_hate_neutral.wav,OAF,hate,neutral,female
OAF_ripe_sad.wav,OAF,ripe,sad,female
YAF_note_angry.wav,YAF,note,angry,female
YAF_chief_fear.wav,YAF,chief,fear,female
YAF_choice_fear.wav,YAF,choice,fear,female
YAF_rush_happy.wav,YAF,rush,happy,female
YAF_third_angry.wav,YAF,third,angry,female
YAF_red_angry.wav,YAF,red,angry,female
YAF_learn_fear.wav,YAF,learn,fear,female
OAF_mop_happy.wav,OAF,mop,happy,female
YAF_voice_fear.wav,YAF,voice,fear,female
OAF_hall_neutral.wav,OAF,hall,neutral,female
OAF_bite_ps.wav,OAF,bite,ps,female
YAF_lid_angry.wav,YAF,lid,angry,female
YAF_reach_angry.wav,YAF,reach,angry,female
YAF_should_ps.wav,YAF,should,ps,female
OAF_deep_ps.wav,OAF,deep,ps,female
YAF_take_neutral.wav,YAF,take,neutral,female
YAF_hurl_sad.wav,YAF,hurl,sad,female
OAF_five_angry.wav,OAF,five,angry,female
YAF_keg_happy.wav,YAF,keg,happy,female
OAF_sheep_angry.wav,OAF,sheep,angry,female
OAF_lore_neutral.wav,OAF,lore,neutral,female
OAF_hash_sad.wav,OAF,hash,sad,female
OAF_dab_angry.wav,OAF,dab,angry,female
YAF_late_angry.wav,YAF,late,angry,female
YAF_gap_neutral.wav,YAF,gap,neutral,female
OAF_when_ps.wav,OAF,when,ps,female
YAF_mood_disgust.wav,YAF,mood,disgust,female
YAF_mess_disgust.wav,YAF,mess,disgust,female
OAF_five_sad.wav,OAF,five,sad,female
OAF_fat_angry.wav,OAF,fat,angry,female
OAF_nice_neutral.wav,OAF,nice,neutral,female
OAF_knock_disgust.wav,OAF,knock,disgust,female
YAF_pain_angry.wav,YAF,pain,angry,female
YAF_cab_disgust.wav,YAF,cab,disgust,female
OAF_life_happy.wav,OAF,life,happy,female
YAF_neat_angry.wav,YAF,neat,angry,female
YAF_kite_neutral.wav,YAF,kite,neutral,female
OAF_raid_angry.wav,OAF,raid,angry,female
YAF_get_ps.wav,YAF,get,ps,female
OAF_burn_fear.wav,OAF,burn,fear,female
YAF_ripe_ps.wav,YAF,ripe,ps,female
YAF_shawl_disgust.wav,YAF,shawl,disgust,female
OAF_third_ps.wav,OAF,third,ps,female
OAF_name_angry.wav,OAF,name,angry,female
YAF_page_neutral.wav,YAF,page,neutral,female
OAF_doll_happy.wav,OAF,doll,happy,female
OAF_soap_disgust.wav,OAF,soap,disgust,female
YAF_fit_happy.wav,YAF,fit,happy,female
OAF_read_neutral.wav,OAF,read,neutral,female
YAF_ring_happy.wav,YAF,ring,happy,female
OAF_juice_sad.wav,OAF,juice,sad,female
YAF_door_fear.wav,YAF,door,fear,female
OAF_shack_happy.wav,OAF,shack,happy,female
OAF_calm_sad.wav,OAF,calm,sad,female
OAF_jar_angry.wav,OAF,jar,angry,female
YAF_pick_sad.wav,YAF,pick,sad,female
YAF_turn_ps.wav,YAF,turn,ps,female
YAF_death_sad.wav,YAF,death,sad,female
OAF_shirt_angry.wav,OAF,shirt,angry,female
YAF_take_ps.wav,YAF,take,ps,female
YAF_loaf_sad.wav,YAF,loaf,sad,female
OAF_dead_angry.wav,OAF,dead,angry,female
OAF_date_sad.wav,OAF,date,sad,female
YAF_near_sad.wav,YAF,near,sad,female
YAF_pain_ps.wav,YAF,pain,ps,female
OAF_should_sad.wav,OAF,should,sad,female
OAF_life_disgust.wav,OAF,life,disgust,female
OAF_germ_disgust.wav,OAF,germ,disgust,female
YAF_bath_neutral.wav,YAF,bath,neutral,female
YAF_yearn_sad.wav,YAF,yearn,sad,female
OAF_jail_disgust.wav,OAF,jail,disgust,female
YAF_wife_disgust.wav,YAF,wife,disgust,female
YAF_such_sad.wav,YAF,such,sad,female
YAF_raise_happy.wav,YAF,raise,happy,female
OAF_have_sad.wav,OAF,have,sad,female
YAF_gas_fear.wav,YAF,gas,fear,female
OAF_merge_sad.wav,OAF,merge,sad,female
YAF_have_neutral.wav,YAF,have,neutral,female
YAF_make_happy.wav,YAF,make,happy,female
OAF_nice_sad.wav,OAF,nice,sad,female
YAF_knock_ps.wav,YAF,knock,ps,female
YAF_chain_disgust.wav,YAF,chain,disgust,female
OAF_thought_neutral.wav,OAF,thought,neutral,female
YAF_base_disgust.wav,YAF,base,disgust,female
YAF_burn_sad.wav,YAF,burn,sad,female
OAF_talk_neutral.wav,OAF,talk,neutral,female
OAF_goose_fear.wav,OAF,goose,fear,female
OAF_lid_neutral.wav,OAF,lid,neutral,female
YAF_judge_disgust.wav,YAF,judge,disgust,female
OAF_sail_neutral.wav,OAF,sail,neutral,female
YAF_mood_sad.wav,YAF,mood,sad,female
OAF_south_neutral.wav,OAF,south,neutral,female
OAF_mess_happy.wav,OAF,mess,happy,female
OAF_bite_happy.wav,OAF,bite,happy,female
OAF_keep_sad.wav,OAF,keep,sad,female
OAF_when_fear.wav,OAF,when,fear,female
OAF_talk_happy.wav,OAF,talk,happy,female
YAF_pike_ps.wav,YAF,pike,ps,female
YAF_thin_ps.wav,YAF,thin,ps,female
OAF_such_neutral.wav,OAF,such,neutral,female
YAF_mop_fear.wav,YAF,mop,fear,female
YAF_tape_happy.wav,YAF,tape,happy,female
OAF_witch_angry.wav,OAF,witch,angry,female
YAF_lose_ps.wav,YAF,lose,ps,female
YAF_sell_neutral.wav,YAF,sell,neutral,female
OAF_choice_neutral.wav,OAF,choice,neutral,female
OAF_good_neutral.wav,OAF,good,neutral,female
OAF_pad_sad.wav,OAF,pad,sad,female
YAF_peg_fear.wav,YAF,peg,fear,female
OAF_yearn_neutral.wav,OAF,yearn,neutral,female
YAF_rot_happy.wav,YAF,rot,happy,female
OAF_fall_happy.wav,OAF,fall,happy,female
OAF_gin_angry.wav,OAF,gin,angry,female
YAF_match_ps.wav,YAF,match,ps,female
YAF_shall_fear.wav,YAF,shall,fear,female
OAF_thin_disgust.wav,OAF,thin,disgust,female
OAF_wheat_sad.wav,OAF,wheat,sad,female
YAF_red_neutral.wav,YAF,red,neutral,female
OAF_yes_sad.wav,OAF,yes,sad,female
YAF_came_disgust.wav,YAF,came,disgust,female
YAF_limb_fear.wav,YAF,limb,fear,female
OAF_fall_sad.wav,OAF,fall,sad,female
OAF_deep_fear.wav,OAF,deep,fear,female
OAF_came_ps.wav,OAF,came,ps,female
YAF_rat_disgust.wav,YAF,rat,disgust,female
